,Question,Answer,Source,Metadata,SuggestedQuestions,IsContextOnly,Prompts,QnaId,SourceDisplayName,n_tokens
52,疫情期間，衛生福利機構與榮譽國民之家住民是否可外出復健？,機構住民若有就醫、復健等需要，可依機構相關規定請假前往，嚴重特殊傳染性肺炎中央流行疫情指揮中心現階段並未限制住民外出。惟住民於外出期間，應落實手部衛生，並在可容許情況下全程配戴口罩；自醫療院所返回機構時，則應協助住民在機構入口處執行手部衛生、更換口罩，並於回房後儘速更衣等，以降低住民感染之風險。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],199,cdc,334
53,那些旅客返台後須入住防疫旅宿?,自6月27日起，所有入境旅客應入住防疫旅宿或集中檢疫。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],201,cdc,57
54,依規定需入住卻沒有入住防疫旅宿，會被處分嗎？,答：旅客需據實申報資料，如有不實，最高處新臺幣15萬元罰緩；符合入住防疫旅宿條件者，如未依規定辦理，最高處新臺幣100萬元罰緩。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],203,cdc,141
55,請問這些入住集中檢疫場所的對象就是嚴重特殊傳染性肺炎病人嗎?,這些入住對象目前都不是嚴重特殊傳染性肺炎(武漢肺炎)病患，他們可能是確定病例的密切接觸者，或自中國大陸等流行地區入境須居家檢疫者，或是防疫政策發布須集中檢疫進行健康監測的旅客。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],208,cdc,196
56,為什麼要設立集中檢疫場所?,設立集中檢疫場所是有效阻絕疫情擴大的重要防疫手段之一，係針對數量較大具有感染風險的特定對象，在傳染病的潛伏期期間，集中於一固定場所侷限其活動範圍，以落實每日健康監測與管理。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],209,cdc,191
57,2.承上，旅客落地採檢確認為陰性後，在機場還要再做一次「深喉唾液」採檢嗎?,答：不用，機場檢驗結果陰性之旅客，請接續入境通關程序及入境檢疫規定。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],214,cdc,81
58,4.承上，旅客搭乘前述航班前已配合做抗原快篩，還需要檢附2日內PCR檢測報告嗎?,答：要，旅客仍須依規定檢附表定航班時間前2日內COVID-19核酸檢驗報告，相關規定請參閱「Q49.預防COVID-19入境檢疫措施-搭機前2日內核酸檢驗報告相關問答輯」。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,"[{""ClusterHead"":""PCR"",""TotalAutoSuggestedCount"":1,""TotalUserSuggestedCount"":0,""AlternateQuestionList"":[{""Question"":""PCR"",""AutoSuggestedCount"":1,""UserSuggestedCount"":0}]}]",False,[],216,cdc,162
59,如果我入境前(時)有身體不適症狀，應如何處理？,答：入境前14日內或入境時有身體不適症狀者，除於入境檢疫系統誠實申報外，抵臺時應主動通報疾病管制署於機場或港口之檢疫人員，並配合健康評估及其他必要之檢疫措施。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],220,cdc,183
60,如果我入境時未誠實申報旅遊史或健康狀況會有裁罰嗎?,答：依據傳染病防治法第58條第1項第2款規定，入境人員應詳實申報傳染病書表(如：入境健康聲明暨居家檢疫通知書等)，如有申報不實者，將依同法第69條處新臺幣1-15萬元罰鍰。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],221,cdc,196
61,如果我知道的我的同班同學是 2019新型冠狀病毒病人，出院之後，現在要回來上課，我該怎麼辦?,所有2019新型冠狀病毒病人都需要住院到確定檢驗沒有病毒後才能出院，已不具有傳染疾病給別人的能力。所以接觸痊癒的病人並不用擔心，請大方接納他們，正常生活即可。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],224,cdc,170
62,如果我的同班同學是居家隔離者，我該怎麼辦?,居家隔離者是代表曾經接觸過2019新型冠狀病毒病人，需要留在家中注意自身健康狀況，但居家隔離者並沒有發病，也還不具有傳染疾病給別人的能力。所以曾經與居家隔離者的同班同學接觸並不用擔心，正常生活即可。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,system_metadata_qna_edited_manually:true,"[{""ClusterHead"":""我需要隔離嗎"",""TotalAutoSuggestedCount"":1,""TotalUserSuggestedCount"":0,""AlternateQuestionList"":[{""Question"":""我需要隔離嗎"",""AutoSuggestedCount"":1,""UserSuggestedCount"":0}]}]",False,[],225,cdc,210
63,需要隔離嗎?,居家隔離者是代表曾經接觸過2019新型冠狀病毒病人，需要留在家中注意自身健康狀況，但居家隔離者並沒有發病，也還不具有傳染疾病給別人的能力。所以曾經與居家隔離者的同班同學接觸並不用擔心，正常生活即可。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,system_metadata_qna_edited_manually:true,"[{""ClusterHead"":""我需要隔離嗎"",""TotalAutoSuggestedCount"":1,""TotalUserSuggestedCount"":0,""AlternateQuestionList"":[{""Question"":""我需要隔離嗎"",""AutoSuggestedCount"":1,""UserSuggestedCount"":0}]}]",False,[],225,cdc,210
64,我需要隔離嗎,居家隔離者是代表曾經接觸過2019新型冠狀病毒病人，需要留在家中注意自身健康狀況，但居家隔離者並沒有發病，也還不具有傳染疾病給別人的能力。所以曾經與居家隔離者的同班同學接觸並不用擔心，正常生活即可。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,system_metadata_qna_edited_manually:true,"[{""ClusterHead"":""我需要隔離嗎"",""TotalAutoSuggestedCount"":1,""TotalUserSuggestedCount"":0,""AlternateQuestionList"":[{""Question"":""我需要隔離嗎"",""AutoSuggestedCount"":1,""UserSuggestedCount"":0}]}]",False,[],225,cdc,210
65,實驗室擬自COVID-19確診病人之陽性檢體，進行2019新型冠狀病毒分離培養程序時，請問須遵守那些規定？【2020.01.31更新】,*   2019新型冠狀病毒已公告比照第三級危險群病原體，進行該病毒之分離培養及相關操作，應於生物安全第三等級以上實驗室進行；涉及該病原之動物實驗，應於動物生物安全第三等級以上實驗室進行。對於新增該病毒品項之保存，應依照疾病管制署「持有、保存或處分感染性生物材料管理規定」辦理。經單位生物安全會同意後，再報該署核准新增該病原體品項。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],234,cdc,368
66,COVID-19病毒是否可能藉由物流、食品(包括飯店外賣、冷藏或冷凍包裝食品) 散播?【2020.06.05更新】,*   依據世界衛生組織(WHO)資料，存留在物體表面的冠狀病毒，可以一般家用消毒劑清潔而殺死病毒。研究顯示，COVID-19病毒在塑膠及不銹鋼製品存活達72小時，在銅製品小於4小時，在紙板上小於24小時。另依據美國疾病管制及預防中心(CDC)資料，冠狀病毒一般是藉由呼吸道飛沫在人與人之間傳播。目前，尚無證據證明與物流、食物有關的COVID-19傳播。如擔心郵件、包裹表面有殘存病毒疑慮，可以使用適當消毒劑(例如使用市售漂白水以1：50稀釋（約1000 ppm）或75%酒精)進行表面消毒。並且養成隨時使用含酒精成分的乾洗手液，或以肥皂及清水洗手，避免觸摸眼、口、鼻等個人衛生習慣，以確保個人健康安全。在準備食物或用餐之前，務必以肥皂及清水洗手至少20秒鐘，落實一般食品衛生安全。咳嗽或打噴嚏時，以衛生紙、紙巾遮住口鼻，擤鼻涕、咳嗽、打噴嚏或上完廁所後，要洗手。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],239,cdc,777
67,2.目前外科口罩加上眼鏡，是否可以有效防護？,*   在照護COVID-19疑似或確診之個案時，建議醫護工作人員應佩戴N95口罩，才能對最難以過濾的呼吸飛沫顆粒(直徑約0.3微米)達到95%以上的防護效果；而在執行可能造成病人產生飛沫微粒的照護行為時，也應穿戴全面罩以保護眼睛黏膜不受污染，個人使用的眼鏡不適宜當成護目鏡的替代品，因其無法與眼部周圍緊密貼合。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],242,cdc,313
68,3.不方便洗手的場合，酒精和乾洗手是否有效？,*   冠狀病毒為具外套膜（envelope）的病毒，酒精性乾洗手可以破壞外套膜而殺死病毒，因此酒精性乾洗手液是有效。惟若當雙手有明顯的髒污或沾到血液或體液時，仍需使用濕洗手；但現場若無濕洗手設備時，可先以濕紙巾擦拭乾淨，再以乾洗手液消毒，之後在抵達有濕洗手設施處後，應儘速使用濕洗手執行手部衛生。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],243,cdc,333
69,4. 如果有發燒或呼吸道症狀且具TOCC風險疑慮的病人，雖就醫時有戴口罩，但直接進入基層診所，我們除了撥打1922之外，接下來是否須關閉後續門診？關閉多久？,*   若無執行飛沫微粒產生的醫療照護行為，於病人接觸過的環境執行清潔消毒作業結束後，即可進行門診業務；若有執行飛沫微粒產生的醫療照護行為，則建議應待診間經過大約每小時12-15次的換氣20分鐘後，如果診間有對外開窗，建議開窗以自然換氣使空氣流通，並完成環境清潔及消毒作業後，才可繼續進行門診業務。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],244,cdc,336
70,7.如果有發燒或呼吸道症狀且具TOCC風險疑慮的病人，雖就醫時有戴口罩，但直接進入基層診所，基層診所除了撥打1922之外，接下來已經在診所（但非診間）內的病人是否要逐一登記？還可以看完再回家嗎？,*   依是否執行飛沫微粒產生的醫療照護行為決定換氣時間及完成環境清潔消毒作業後，可以繼續門診診療其他的就診病人，但應紀錄與疑似病例停留在診所期間的其餘候診區民眾與陪病家屬姓名與聯絡方式，以備後續匡列接觸者及疫情調查使用。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],247,cdc,253
71,8. 如果有發燒或呼吸道症狀且具TOCC風險疑慮的病人，雖就醫時有戴口罩，但直接進入基層診所，我們除了撥打1922之外，接下來疑似個案不能搭公共運輸，那麼計程車拒載且無自小客車，該名病患如何運送？,*   疑似病例禁止搭乘大眾公共運輸工具就醫。若病人生命徵象穩定，請聯絡所在地方政府衛生局或1922依指示就醫，並請病人先至診所外通風良好處或有獨立空調之空診間等候；若病人病況較為緊急，除撥打所在地方政府衛生局或1922外，同時協助病人緊急轉送，並應先告知病人為疑似COVID-19個案。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],248,cdc,300
72,3. 進入醫院為什麼要戴口罩？,*   新型冠狀病毒可藉由近距離飛沫、直接或間接接觸病人而傳染，建議預防措施為勤洗手、佩戴口罩等，且目前適逢流感及肺炎等呼吸道疾病好發季節，就醫者眾，出入醫院時佩戴口罩，可保護自身健康，降低呼吸道疾病傳染風險。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],253,cdc,246
73,4. 民眾進入醫療院所不配合佩戴口罩，應如何處理?,"*   由於口罩可以降低佩戴者吸入他人飛沫或阻擋自我產生飛沫，影響到他人與周遭環境，所以民眾只要在進入醫院務必請佩戴口罩，可達到保護自己和保護他人，防範疫情散播的功效。醫療院所遇無法配合佩戴口罩民眾，應主動規勸並瞭解原因。倘無故不配合，依據「傳染病防治法」第36條規定，違反者可以同法第70條處新臺幣3,000元至15,000元不等罰鍰。",https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],254,cdc,350
74,9. 醫療機構的環境清潔為何很重要?,*   由於醫療照護工作人員接觸病人的機會多於一般人，且醫療機構是包含多樣性微生物菌叢的複雜環境。因此，醫療照護工作人員若無適當感染管制防護措施，會較一般人有更高的感染風險。醫療機構人員照護COVID-19之病例，建議依循標準防護措施、飛沫傳染、接觸傳染及空氣傳染防護措施之原則，採行適當的防護措施。詳細建議請參考「醫療機構因應COVID-19感染管制措施指引」。。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],258,cdc,373
75,10. 我在醫院工作，是否有感染風險?,*   由於醫療照護工作人員接觸病人的機會多於一般人，且醫療機構是包含多樣性微生物菌叢的複雜環境。因此，醫療照護工作人員若無適當感染管制防護措施，會較一般人有更高的感染風險。醫療機構人員照護COVID-19之病例，建議依循標準防護措施、飛沫傳染、接觸傳染及空氣傳染防護措施之原則，採行適當的防護措施。詳細建議請參考：「醫療機構因應COVID-19感染管制措施指引」。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],259,cdc,375
76,12. 民眾為COVID-19疑似個案的接觸者，目前沒有症狀，但要求自費住院進行篩檢，應如何處理？,*   目前我國已開放民眾因緊急情況、工作及出國求學等因素，有自費檢驗 COVID-19之需求，得至自費檢驗指定院所進行自費檢驗，以取得相關檢驗證明文件。詳細申請流程及指定自費檢驗醫院請參閱「開放民眾自費檢驗COVID-19申請規定」。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,"[{""ClusterHead"":""how is covid"",""TotalAutoSuggestedCount"":1,""TotalUserSuggestedCount"":0,""AlternateQuestionList"":[{""Question"":""how is covid"",""AutoSuggestedCount"":1,""UserSuggestedCount"":0}]}]",False,[],261,cdc,243
77,15. 疑似或確診之COVID-19個案之遺體處理是否有相關時效規定？,*   目前中央主管機關對於COVID-19個案遺體雖未訂有明確期限，但依傳染病防治法實施細則第13條規定，對於疑似第五類傳染病患者之遺體，應儘速處理。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],264,cdc,155
78,17. 疑似或確診病例，優先安排入住單人負壓隔離病室，但若須收治於單人隔離病室時，空調要關閉嗎?,*   由於COVID-19經由飛沫傳播，有關住院的疑似或確定病例，倘安置於單人隔離病室時，不須關閉空調。在顧及到病人安全之情形下，隔離病室可考慮適度開啟窗戶，即便是開啟少許的程度，也有利於外氣進入室內，但病室房門應維持關閉。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],266,cdc,236
